var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65
6,29,90,53,88,75,39,28,23,39,57,76,4,16,72,65,13,6,51,9,17,88,49,73,91,95,95,32,66,100,47,51,10,32,96,43,14,8,91,71,54,26,38,99,87,53,6,41,5,89,73,77,48,73,4,88,17,68,40,0,34,58,36,22,40
37,82,45,8,96,82,1,41,53,99,86,62,95,48,69,34,35,40,66,99,65,78,51,21,63,18,70,85,57,64,91,52,54,15,4,19,25,5,19,30,67,50,99,75,58,52,83,44,14,80,19,59,14,4,79,1,13,17,100,41,67,49,46,92,7
98,96,39,65,4,76,51,63,43,71,69,16,43,22,6,81,8,0,3,8,100,25,36,75,35,33,0,72,27,60,42,31,71,90,22,38,83,15,32,56,4,85,72,72,5,0,39,2,67,19,5,75,100,15,17,10,64,60,50,41,38,17,70,6,2
18,6,41,14,28,93,85,71,98,16,100,21,64,56,99,94,22,70,65,97,9,5,62,24,72,62,50,28,42,71,64,29,0,23,55,50,31,93,31,99,80,81,84,47,55,89,34,99,99,25,100,56,69,89,8,47,83,94,42,96,44,41,40,87,7
17,84,13,90,99,70,26,7,58,51,99,72,80,57,73,60,7,90,31,30,30,90,99,39,64,43,55,13,51,98,62,92,56,32,100,100,57,73,76,61,20,20,10,66,77,92,96,54,76,86,60,85,27,9,80,44,29,98,76,70,14,66,98,33,63
90,62,59,77,89,8,85,73,80,45,54,81,38,40,81,88,94,21,36,60,9,85,52,53,79,52,61,56,65,24,87,45,97,72,97,13,83,36,72,11,62,16,89,18,83,22,69,6,68,32,13,31,0,1,47,70,82,65,74,23,86,25,30,97,42
22,85,45,78,87,36,30,43,11,76,39,56,29,100,9,100,56,21,95,44,19,62,67,65,7,65,11,74,24,8,18,93,8,86,98,87,53,58,86,48,78,74,44,47,15,38,95,74,54,3,0,64,82,10,81,21,59,41,82,84,86,20,87,28,18
77,22,30,49,54,7,80,26,30,77,77,41,63,26,42,61,54,61,30,87,94,89,35,97,43,45,31,96,63,22,85,38,61,78,14,4,75,27,15,49,66,68,70,64,94,29,64,66,93,64,39,18,79,18,62,52,25,24,8,49,3,30,63,8,0
88,54,42,100,42,76,5,5,62,90,15,2,0,71,46,66,42,13,92,29,10,43,69,4,16,81,59,13,86,23,10,6,85,14,86,11,70,36,29,28,75,51,92,78,50,45,20,72,86,53,40,77,14,48,12,29,1,56,72,88,4,37,14,19,82
83,28,85,31,30,26,92,2,83,33,35,72,39,76,2,20,16,21,54,3,34,50,6,53,9,92,52,74,93,35,29,93,4,3,34,54,100,49,89,21,83,12,32,42,10,5,66,41,62,54,81,37,66,93,84,60,65,27,0,99,93,11,5,21,37
69,78,91,9,41,99,23,20,3,59,41,67,86,94,3,40,76,96,62,55,84,54,92,100,75,97,42,8,69,100,38,16,62,49,81,7,64,55,19,98,0,55,27,88,36,18,63,85,16,11,11,97,29,33,20,74,81,3,81,90,89,78,24,83,54
32,2,41,48,77,10,58,71,79,17,29,21,99,51,25,98,94,23,63,56,89,32,33,46,57,49,20,16,13,39,0,79,97,97,89,74,75,57,85,10,74,65,74,31,23,88,21,54,36,8,47,37,79,28,90,64,40,20,23,0,35,3,80,71,26
78,82,85,54,6,21,98,71,3,6,87,74,20,84,97,62,82,55,37,62,94,76,51,25,85,4,47,17,94,4,8,20,79,56,61,41,21,54,82,21,93,94,69,9,49,76,44,13,15,15,84,90,31,93,58,98,68,51,79,97,80,85,83,55,16
7,9,70,29,32,14,22,54,0,66,88,55,62,4,7,52,88,43,99,44,21,73,20,33,75,5,33,76,11,63,88,17,71,92,69,100,72,12,59,44,23,17,25,96,19,43,31,41,23,96,4,75,85,1,99,76,96,12,6,2,2,30,36,15,52
58,77,74,97,62,92,87,18,81,76,4,100,80,5,60,36,10,41,44,78,75,29,96,7,1,5,91,84,81,61,9,99,22,65,40,89,45,4,68,95,15,21,11,88,86,70,80,5,95,35,0,12,44,67,49,1,7,49,4,35,59,43,98,88,30
46,59,49,24,95,66,46,44,51,91,61,45,75,92,96,13,27,6,79,59,97,49,67,18,37,64,44,16,68,89,32,71,84,75,68,52,95,56,19,77,88,29,92,100,79,50,78,20,78,71,9,31,57,85,73,40,87,72,85,32,12,66,31,100,67
61,5,39,5,25,92,56,21,13,51,99,90,24,92,26,100,65,17,20,63,41,94,99,86,95,65,95,72,17,26,45,54,100,56,89,64,31,64,70,21,58,34,78,67,50,36,44,58,59,78,58,77,52,87,12,91,31,74,74,70,54,58,53,5,87
93,73,2,28,82,79,76,54,33,11,67,41,81,82,16,30,15,99,36,71,89,56,71,5,27,93,50,53,58,93,71,75,31,27,28,14,42,73,51,26,75,60,88,71,65,81,30,32,40,88,37,48,54,86,46,74,92,19,63,83,95,32,2,87,95
36,66,39,71,37,95,66,2,94,67,3,79,72,60,63,45,61,5,74,61,91,79,40,72,63,56,78,25,29,92,2,45,37,7,22,43,3,52,32,75,30,76,47,54,19,68,0,99,84,98,60,44,71,6,41,5,39,33,24,6,1,31,100,14,18
54,10,17,78,20,87,65,40,36,57,21,97,96,92,91,27,83,67,27,4,98,66,90,19,45,30,86,12,58,57,64,64,37,84,67,31,82,98,40,41,35,99,58,26,62,89,51,69,60,14,100,81,64,35,90,50,76,90,62,40,1,88,69,45,51
87,24,9,79,68,94,59,26,59,7,89,35,68,90,82,16,24,65,40,57,70,18,65,64,51,39,85,26,41,92,24,91,76,79,51,5,8,51,60,45,96,39,83,80,6,29,84,72,6,8,76,69,34,2,65,40,19,79,95,45,26,31,63,91,13
39,57,57,74,19,94,79,38,53,92,73,73,27,37,16,26,44,56,51,53,34,75,63,19,99,95,5,35,46,35,26,1,8,19,54,26,99,58,88,3,67,78,50,45,91,69,58,5,58,49,31,45,89,96,28,55,12,12,4,63,70,15,50,87,7
72,2,31,76,56,66,73,19,77,9,35,82,44,3,17,61,74,61,99,60,66,74,7,98,97,23,91,60,93,87,81,30,89,30,30,68,63,98,7,7,16,10,10,88,8,47,81,8,86,43,95,0,93,59,70,61,65,35,89,76,0,87,51,10,3
1,87,86,24,64,88,12,55,19,78,85,71,70,85,62,10,69,21,49,97,14,93,20,59,58,1,41,36,82,24,61,48,52,78,90,51,53,56,96,53,8,67,24,65,16,25,35,63,61,75,77,32,1,71,61,78,88,15,77,17,46,68,56,88,27
57,31,61,35,37,8,32,26,2,74,1,20,46,29,88,67,46,55,40,31,85,89,16,43,78,67,18,37,84,7,55,35,33,31,37,21,21,40,5,30,33,87,30,59,57,44,63,58,43,82,61,36,4,10,19,40,66,47,33,40,53,63,36,4,77
89,2,46,39,33,100,50,6,86,51,56,43,82,10,81,54,85,12,69,45,76,78,65,92,57,27,9,72,94,51,40,34,88,20,79,57,61,62,91,73,4,61,18,62,58,12,51,34,12,80,53,4,50,6,39,49,35,38,75,54,83,59,53,49,90
89,9,33,10,98,82,79,62,90,29,40,5,54,92,35,12,93,61,61,0,1,26,88,45,6,53,78,38,10,54,11,62,74,37,100,58,78,63,33,98,40,5,26,50,71,8,0,94,20,58,20,88,16,21,31,61,13,59,78,98,76,65,12,99,2
7,13,97,85,78,59,26,38,9,20,50,49,34,92,86,8,74,40,58,78,0,24,85,67,10,4,13,92,39,15,65,82,1,68,89,35,83,22,92,23,60,15,8,27,88,17,38,36,44,30,81,81,98,85,42,88,28,50,50,27,100,16,54,4,21
78,61,66,62,10,38,56,26,9,61,16,17,8,63,85,25,18,54,41,68,48,98,36,60,11,2,71,39,11,29,95,42,4,59,76,39,44,95,53,11,36,8,92,42,96,64,12,16,62,57,12,16,49,71,72,44,31,73,62,66,20,77,78,77,95
47,83,10,71,14,33,24,19,20,73,38,35,33,48,70,7,76,30,56,27,55,44,51,90,91,54,37,79,25,29,76,15,10,40,47,30,68,84,56,51,43,15,97,3,42,66,100,64,8,12,40,21,73,19,28,58,45,96,33,6,81,51,3,1,63
18,61,84,84,9,10,8,6,53,38,98,7,93,81,20,10,71,32,98,29,18,37,97,86,31,37,18,52,82,42,79,15,68,26,40,61,3,11,17,7,67,2,8,34,90,83,8,61,22,3,51,29,82,81,70,56,95,18,100,23,92,36,4,35,6
54,6,59,56,22,52,52,40,17,98,87,91,41,11,14,85,61,8,97,93,56,78,100,77,44,1,74,56,28,54,77,30,93,6,39,34,91,65,19,54,79,80,95,44,18,66,12,41,53,7,72,94,83,96,64,87,26,87,18,100,88,5,88,1,77
56,21,76,50,18,95,50,92,54,19,49,45,13,11,17,3,15,5,86,20,82,16,10,43,32,17,24,73,68,83,63,28,93,35,58,51,59,32,70,70,86,39,56,44,80,60,99,85,37,69,18,45,86,57,63,88,84,27,11,17,25,8,37,83,31
62,97,86,61,72,5,95,84,59,0,53,51,57,32,8,2,32,14,14,42,51,79,34,56,84,11,54,29,10,1,21,85,31,32,75,62,88,40,0,60,15,39,22,26,73,96,2,79,78,3,61,73,24,10,98,85,35,96,38,95,79,18,61,5,5
41,25,55,54,78,9,50,48,6,62,15,64,65,53,76,41,41,46,27,76,96,6,13,18,67,60,78,80,4,30,21,99,38,79,100,11,6,77,54,88,30,91,30,54,98,12,30,33,43,1,89,21,31,99,55,82,100,85,48,26,73,39,52,39,5
26,28,68,19,76,31,5,54,21,71,14,40,87,62,38,67,55,30,41,36,88,28,93,34,92,86,72,33,20,94,55,27,35,57,89,67,1,41,15,43,24,38,99,35,36,90,53,72,14,60,53,71,28,94,35,19,35,73,27,31,32,86,16,56,72
56,69,51,51,51,68,3,23,35,1,41,74,79,2,57,59,98,24,24,59,89,30,51,70,70,8,72,95,68,100,50,31,59,7,75,99,27,68,32,67,20,54,5,54,30,41,75,61,55,86,45,76,44,11,21,69,58,22,61,50,20,66,4,58,5
72,97,10,72,71,91,22,73,32,15,15,58,8,77,26,43,0,28,89,68,64,63,3,15,70,41,0,67,86,88,4,74,74,86,60,100,9,43,94,55,71,89,7,52,73,51,18,75,12,76,4,83,20,53,71,24,92,40,53,79,3,21,67,96,26
53,28,7,13,74,69,79,89,35,32,8,22,99,95,85,99,32,79,96,14,92,4,36,54,27,52,96,50,96,96,15,64,83,55,81,86,84,22,9,2,69,37,71,68,29,3,56,28,66,93,89,74,99,21,22,88,3,87,74,13,76,65,83,54,98
50,50,85,68,22,24,50,95,64,62,88,28,99,75,30,53,85,17,82,36,12,82,81,43,41,44,93,88,40,63,8,6,14,47,26,11,30,0,44,100,5,22,36,79,61,85,72,49,32,30,15,42,42,58,10,93,53,61,33,54,81,89,66,20,42
46,93,62,100,31,76,78,75,59,50,78,79,93,22,35,85,20,47,48,1,78,96,26,64,63,30,84,25,97,92,98,41,60,97,18,71,62,48,64,35,34,80,27,27,79,49,22,67,23,5,58,17,74,55,60,22,25,32,83,66,3,100,94,99,76
75,75,83,89,56,5,17,76,77,80,0,50,43,81,76,36,9,50,93,9,93,60,40,2,34,96,91,0,32,67,22,35,21,67,14,53,64,9,69,87,34,73,23,67,91,83,99,97,48,5,36,68,1,3,30,38,92,71,53,63,27,13,83,43,66
14,26,85,86,63,90,4,20,70,8,79,35,40,97,89,42,88,53,15,26,19,57,47,65,21,73,18,43,52,39,58,19,42,95,42,18,5,68,82,90,8,6,91,5,59,79,24,45,74,34,30,55,16,30,50,60,24,8,26,98,82,17,12,82,86
13,4,28,3,57,32,0,95,6,30,38,56,62,57,47,55,84,90,44,72,75,41,24,68,0,87,27,98,26,79,56,23,77,44,47,82,35,14,73,19,15,93,18,41,47,52,20,39,39,59,92,53,2,47,78,98,53,5,80,96,56,16,24,1,93
90,60,93,97,6,21,30,40,51,50,38,96,60,93,12,52,95,30,98,43,54,38,94,74,58,14,46,49,20,17,74,57,75,12,71,49,92,23,9,14,43,86,93,76,11,27,87,40,61,32,46,59,19,10,12,33,19,51,15,36,4,75,30,71,65
12,97,45,61,74,5,83,6,16,72,87,46,85,54,22,90,5,56,59,80,90,16,56,84,100,8,78,41,14,31,5,72,78,29,95,64,73,28,68,6,0,21,77,72,41,6,61,51,67,13,5,12,27,8,58,87,43,100,10,6,70,91,92,38,52
56,85,12,100,61,30,75,68,47,79,41,2,86,65,15,75,81,61,24,40,78,26,38,82,47,84,48,14,81,41,93,67,97,88,57,15,61,73,37,9,75,92,7,41,63,38,95,5,5,43,90,16,23,1,85,57,9,89,80,67,4,3,34,20,51
97,69,52,91,43,88,22,95,100,85,65,45,42,24,11,65,29,3,87,88,1,2,68,100,97,33,9,73,92,77,15,99,8,92,39,6,100,50,39,90,90,93,40,44,5,66,49,61,77,18,52,100,57,25,16,41,56,80,72,51,22,27,91,26,48
25,55,56,87,86,94,74,68,5,31,87,58,14,55,20,25,80,78,97,62,23,29,86,4,41,25,8,35,7,66,13,59,70,96,30,89,40,21,92,37,0,88,61,84,4,81,47,28,69,3,28,51,10,78,34,63,22,47,37,11,80,92,34,39,94
22,10,94,87,19,71,8,27,71,32,49,71,73,66,48,55,5,89,45,41,29,15,79,45,65,63,23,76,19,22,96,32,13,92,80,81,13,42,62,81,55,46,81,10,96,72,71,36,10,8,89,88,15,15,15,94,4,1,19,51,51,71,5,79,72
94,16,48,40,53,80,10,29,11,5,95,39,27,93,77,60,36,97,25,65,66,45,58,65,48,96,32,39,5,82,2,69,6,41,7,80,56,44,50,93,63,72,23,27,76,4,86,7,67,9,46,57,88,31,76,30,34,7,6,41,26,56,63,6,3
28,85,3,24,40,78,38,81,24,92,93,9,62,89,93,19,44,57,62,79,85,66,78,86,98,94,0,3,19,58,53,76,5,34,21,3,66,12,6,13,96,10,32,39,77,27,43,24,35,85,77,18,1,27,86,37,0,12,62,87,51,11,8,16,84
76,79,98,44,37,69,0,51,67,15,91,0,67,23,57,45,100,74,72,95,57,21,8,68,81,71,95,13,72,64,56,38,27,80,85,71,47,100,14,23,60,59,72,10,95,59,31,57,37,88,69,19,99,73,64,100,34,56,93,84,91,54,1,94,17
95,29,37,21,21,73,97,78,28,52,0,81,43,99,63,58,51,2,79,78,63,2,75,73,6,24,31,93,90,100,74,30,99,82,70,53,7,3,54,3,70,13,17,83,62,8,51,68,97,76,8,6,36,14,86,29,40,71,93,17,52,6,47,0,78
38,28,67,18,53,83,44,48,59,40,35,86,33,97,48,62,86,85,18,72,92,5,100,13,79,16,1,49,46,39,20,28,40,13,72,81,10,16,69,32,79,28,17,98,27,25,85,82,59,77,12,52,33,73,25,6,24,9,21,47,77,86,49,32,47
24,90,61,67,18,16,64,12,7,60,89,89,31,26,90,36,68,84,12,67,61,33,90,63,98,21,10,29,49,10,11,66,18,18,12,11,59,1,79,95,77,63,68,69,74,12,86,65,65,40,57,60,18,90,42,59,20,67,14,2,10,84,22,20,31
73,27,36,30,65,39,40,75,25,77,39,65,44,85,76,73,43,10,73,44,21,74,25,77,85,71,18,62,100,91,70,41,41,84,57,53,82,83,18,20,95,93,86,14,45,71,27,36,3,62,78,64,86,1,83,23,34,98,70,68,3,50,68,2,38
63,76,97,52,39,87,92,27,62,62,45,99,58,92,55,58,72,44,95,3,23,33,13,58,2,90,2,12,100,91,47,18,6,6,57,8,12,74,98,11,46,91,24,22,41,93,51,17,66,42,52,56,80,25,8,79,4,72,97,29,43,21,70,39,95
63,20,38,85,80,90,14,74,7,71,69,3,51,46,42,69,85,56,54,1,42,90,21,38,0,51,52,90,14,57,41,55,72,68,61,81,5,16,22,15,66,26,51,3,35,75,52,34,71,3,57,48,36,41,46,34,92,10,16,51,40,14,25,13,98
79,34,39,53,29,45,37,26,61,39,35,96,23,50,84,80,84,92,91,58,71,31,64,63,36,77,97,86,28,88,78,27,11,60,85,70,17,4,51,15,83,35,43,32,6,80,98,62,81,63,79,11,90,90,17,63,7,25,97,29,68,52,78,10,53
100,96,9,96,61,46,77,61,99,69,76,94,63,26,83,18,72,67,91,58,95,11,86,22,8,82,18,47,2,99,13,92,40,39,30,35,94,32,66,99,92,64,62,56,81,78,76,25,63,88,85,50,37,51,54,92,62,10,24,51,81,72,100,6,12
33,13,82,57,48,76,90,76,92,53,32,36,0,83,27,6,24,36,63,13,62,31,52,26,2,4,54,52,34,85,97,43,20,37,17,88,15,75,61,93,61,91,60,19,0,93,78,14,14,44,61,61,85,62,11,93,93,35,90,59,66,96,35,45,100
42,63,75,41,47,39,38,73,30,26,9,81,39,77,74,24,48,47,27,5,54,78,23,80,28,20,87,81,14,52,21,15,3,56,15,22,23,42,64,77,31,91,57,32,38,3,14,63,26,4,20,77,26,28,0,69,38,3,44,92,94,47,38,18,20
27,22,12,34,28,4,47,43,68,63,30,49,82,36,9,31,5,57,85,95,36,9,92,11,41,46,57,9,3,44,33,48,8,52,9,7,35,31,31,68,75,63,9,7,19,85,36,51,88,67,26,17,0,57,12,37,9,68,30,3,59,27,30,81,96
36,17,95,78,58,88,100,41,52,69,17,34,4,39,71,55,100,1,69,14,82,19,28,74,100,24,45,83,77,86,52,47,27,35,16,60,79,78,83,22,48,44,71,21,78,26,99,28,51,3,36,87,69,10,65,91,64,32,18,13,78,9,100,11,55
47,86,93,90,73,54,73,66,97,82,22,76,43,1,96,73,72,51,83,29,40,70,14,94,13,62,12,66,99,24,71,56,93,46,33,91,31,89,85,75,86,39,5,45,92,95,15,86,77,42,40,34,27,42,42,79,61,21,65,95,28,58,92,63,91
66,51,67,37,26,45,14,94,80,72,76,9,61,39,40,97,22,48,99,16,72,74,74,73,83,35,24,22,59,38,71,44,93,32,63,88,57,12,79,53,97,97,75,84,64,16,3,27,71,60,52,41,28,80,97,12,54,45,71,77,30,88,34,63,59
66,14,14,97,89,0,92,57,49,26,96,46,24,55,71,30,63,60,50,79,26,61,77,14,39,55,69,9,98,7,87,62,60,87,81,42,63,63,59,99,93,28,54,75,28,25,92,71,77,87,97,42,23,39,61,69,54,43,55,87,1,84,38,14,84
23,24,29,51,14,91,94,88,66,47,67,19,62,30,52,90,11,93,79,62,3,89,53,27,4,38,55,42,88,69,80,75,23,25,85,42,37,40,14,75,30,55,81,46,99,42,97,99,60,91,87,75,21,45,66,28,76,79,65,85,17,71,20,39,96
6,42,33,18,24,85,51,66,31,45,47,93,39,46,1,30,93,25,34,40,37,13,92,27,58,7,88,4,71,20,60,24,35,87,98,25,80,90,18,5,40,90,4,77,52,65,54,88,75,96,52,72,12,27,97,22,17,100,22,65,39,94,76,42,87
47,12,0,68,22,45,29,80,99,8,47,23,15,77,75,66,95,5,74,66,71,50,50,23,86,19,53,76,12,14,23,83,65,13,9,100,25,14,3,35,49,94,25,33,2,39,100,71,22,14,40,86,76,84,28,88,0,82,5,78,94,3,85,79,13
14,85,87,81,98,25,89,21,20,30,14,65,15,90,64,34,36,34,65,18,37,72,66,14,54,92,73,8,66,78,44,49,80,60,2,40,31,0,62,95,52,51,6,88,18,100,90,11,24,4,64,20,17,67,71,35,95,19,79,3,100,36,78,92,38
77,30,33,83,40,7,22,74,66,90,76,41,49,17,86,15,42,37,26,63,27,79,35,79,64,96,92,43,44,46,61,81,26,42,58,59,49,18,26,81,33,59,37,100,78,71,67,26,44,1,57,2,2,73,6,20,100,9,11,27,59,0,50,22,47
38,93,1,9,50,85,35,28,66,16,80,94,12,64,71,74,88,52,2,33,49,72,86,14,65,77,84,7,29,36,21,36,46,5,60,44,62,8,81,93,10,38,42,11,84,3,68,2,5,92,48,47,85,56,81,72,24,53,61,47,18,95,18,68,72
45,30,89,59,96,88,85,100,67,72,11,44,13,41,21,43,70,89,42,20,7,68,72,20,85,81,80,95,100,88,95,80,85,15,1,78,97,85,64,24,35,32,17,97,83,24,63,18,86,55,86,63,12,17,16,81,34,72,73,78,47,68,80,55,18
29,25,13,44,55,24,20,29,17,52,1,83,30,74,34,60,62,86,61,87,98,57,81,58,40,2,29,52,64,55,55,47,60,94,45,28,43,74,64,82,1,26,67,9,29,25,67,95,50,43,34,22,19,21,96,82,86,46,41,46,56,25,99,52,58
22,94,97,29,69,89,66,13,37,89,19,56,46,59,67,24,33,37,66,32,5,73,98,5,55,69,74,9,0,80,29,96,52,17,39,33,12,95,32,20,6,87,63,34,36,47,41,70,70,29,75,60,57,50,15,41,67,53,9,62,99,28,12,72,42
75,28,80,8,93,38,23,54,62,77,20,35,8,94,28,8,54,66,16,49,27,4,96,32,8,80,57,4,73,85,94,9,50,28,32,83,16,49,98,15,59,18,80,13,73,75,7,10,81,36,33,66,42,86,61,22,85,38,59,70,69,100,84,59,68
5,8,31,21,61,96,26,12,43,30,69,64,11,32,19,68,24,98,87,74,27,59,68,66,15,18,59,100,32,98,78,49,69,46,67,70,25,72,39,17,41,22,88,34,22,42,93,27,64,83,70,24,33,75,60,76,57,82,58,6,80,80,46,98,33
85,28,45,79,18,1,73,51,5,53,72,25,41,85,54,31,74,28,88,76,19,3,5,70,28,21,65,50,67,57,21,23,46,77,87,37,20,14,55,56,28,61,6,93,30,17,15,58,85,82,61,27,95,85,6,21,94,36,73,88,40,42,92,11,8
57,18,45,32,21,65,65,3,42,3,78,93,13,54,11,78,58,13,5,79,28,38,57,26,63,100,51,84,16,14,100,99,55,64,61,88,81,1,56,20,83,7,46,2,29,69,48,31,85,91,79,46,72,32,90,40,47,52,19,45,40,31,98,44,1
53,58,65,66,12,52,4,71,22,21,31,89,77,12,46,32,69,3,27,67,87,2,14,71,54,59,5,7,44,42,54,36,71,7,76,9,23,87,69,51,37,46,9,94,95,1,64,59,59,92,55,75,71,16,61,20,16,49,45,62,93,0,24,95,38
76,50,86,83,44,49,44,84,38,10,31,77,53,15,85,37,25,12,48,41,57,70,39,13,89,83,56,53,97,16,61,34,3,91,98,69,27,13,82,80,72,54,78,95,76,4,67,55,87,76,25,57,58,39,19,45,47,35,98,2,100,48,99,46,30
77,66,29,87,25,65,0,93,9,90,54,65,18,20,92,66,98,52,58,51,78,69,55,45,24,92,84,4,72,14,5,40,57,37,2,36,17,90,9,44,17,45,76,17,2,85,90,49,2,2,97,28,49,51,41,12,20,25,12,56,69,68,74,12,35
93,2,83,15,90,37,29,53,37,35,48,53,3,54,80,56,99,38,6,2,1,91,74,55,82,35,28,32,13,77,31,96,53,50,70,97,70,60,30,76,46,95,67,24,38,19,64,63,48,73,99,44,97,100,18,94,65,35,79,100,86,25,69,17,64
8,58,74,99,20,20,43,0,93,85,19,72,42,49,48,100,42,32,63,43,2,5,0,43,94,39,7,55,41,93,29,28,70,65,17,82,44,72,10,63,76,9,73,49,57,63,38,20,39,64,90,10,9,0,21,2,7,24,86,22,81,32,40,76,91
30,84,37,54,100,16,12,67,49,11,87,68,36,37,84,20,66,88,89,41,53,52,33,58,86,27,14,11,83,100,43,38,55,59,64,41,25,83,18,84,11,6,78,1,23,60,86,12,81,25,26,2,84,34,55,47,39,22,15,78,41,43,85,45,77
73,53,21,73,75,21,26,30,12,76,39,36,2,98,19,30,31,21,23,40,94,7,24,12,85,64,39,3,0,17,12,45,38,11,86,19,74,79,47,41,14,38,41,86,94,24,95,61,12,56,14,39,1,56,60,6,93,97,1,0,16,25,71,83,98
69,13,39,44,37,27,12,73,51,57,69,15,37,61,28,99,19,39,83,60,89,100,65,5,20,41,44,17,22,80,47,87,80,69,85,96,47,11,16,90,55,97,96,85,45,73,48,99,100,25,34,57,59,2,20,40,89,57,58,7,72,30,64,59,82
75,77,84,28,16,8,4,12,14,62,68,15,73,58,95,80,78,46,93,43,63,40,22,30,41,8,79,95,9,87,25,59,4,8,54,4,84,60,79,31,99,51,30,48,37,13,44,34,12,66,84,49,23,69,34,13,93,65,55,64,29,45,51,83,45
21,52,44,92,63,27,34,78,15,4,33,2,39,15,13,19,1,57,52,71,92,82,5,55,57,31,53,14,84,58,90,69,27,74,80,68,77,49,45,51,92,81,99,19,78,53,42,42,43,85,73,66,77,46,40,28,0,51,27,91,32,78,58,4,29
37,73,24,40,69,46,78,85,85,98,62,30,52,82,12,37,64,94,83,68,90,20,3,21,95,14,25,13,70,98,20,29,20,35,40,4,14,24,12,20,56,14,92,83,9,69,43,2,44,70,51,52,30,76,68,53,59,6,48,24,28,76,50,12,11
54,94,35,59,17,41,9,69,97,49,97,99,6,38,86,40,4,54,45,57,44,88,73,63,59,23,0,43,51,76,95,86,79,62,1,63,59,10,32,85,62,80,84,30,73,0,37,74,5,58,89,38,74,72,19,1,89,3,26,18,99,14,81,100,81
58,60,54,96,39,64,47,51,31,7,15,87,65,77,53,78,94,47,36,65,57,75,17,42,22,34,70,31,70,34,71,40,35,24,100,95,37,59,72,48,42,79,13,31,12,20,29,73,63,55,73,55,32,25,72,98,9,55,14,1,67,31,43,34,69
83,43,0,13,18,24,100,65,34,81,72,60,45,28,82,27,1,20,83,43,3,11,10,57,13,25,33,58,61,16,66,4,35,1,57,64,72,10,25,56,36,2,53,78,93,15,4,61,30,37,44,45,66,97,77,97,46,61,67,72,41,54,31,92,78
63,7,17,34,14,4,57,12,22,42,40,19,40,88,51,40,42,72,80,86,11,82,72,12,35,36,36,1,49,58,45,69,65,73,91,38,82,15,50,6,80,50,52,74,48,48,82,72,6,63,38,77,99,89,73,1,82,7,13,25,92,27,13,6,13
36,10,44,23,33,9,92,49,54,26,8,80,14,74,1,44,77,85,2,37,74,80,64,73,84,52,20,15,70,40,53,5,18,34,1,62,91,32,34,80,1,92,7,77,98,48,87,49,97,76,41,25,7,78,12,96,47,10,60,45,2,51,64,96,23
17,90,21,47,30,25,31,12,5,28,35,9,30,23,40,54,84,46,96,72,53,62,41,0,37,7,74,55,65,16,41,31,69,95,25,98,96,94,43,42,75,44,7,55,48,27,99,28,49,54,11,16,88,15,90,89,66,71,99,75,31,81,89,8,100
20,77,100,46,62,49,88,57,24,12,99,8,1,36,79,73,74,99,46,16,37,76,46,45,90,95,8,1,77,69,40,92,41,90,52,30,38,36,99,69,65,7,47,51,81,17,71,41,84,64,57,17,44,72,54,35,75,18,12,99,30,18,16,25,85
50,24,80,75,52,55,87,68,39,54,80,16,45,6,43,72,73,42,13,91,92,99,65,88,79,55,77,71,92,61,62,88,41,16,65,71,95,89,56,70,3,72,80,29,83,32,64,5,16,97,77,86,60,24,45,37,44,56,98,52,11,89,43,47,37
74,51,48,20,19,58,89,31,42,64,10,27,10,25,9,56,92,3,21,99,98,69,80,7,51,47,38,81,38,13,79,61,98,74,5,69,33,77,9,36,56,46,19,78,10,44,50,11,37,58,81,30,40,52,38,98,62,95,11,52,74,98,90,19,55
46,24,26,3,45,35,45,53,99,69,14,92,100,3,29,57,89,48,91,78,77,69,100,14,67,92,31,79,25,1,28,27,27,95,3,37,64,22,10,27,3,86,9,35,75,56,81,95,51,45,94,97,5,31,62,0,71,80,31,42,60,32,97,23,47
12,92,92,0,29,60,65,51,48,63,0,27,93,95,79,66,71,37,53,80,51,77,69,99,55,43,42,50,87,54,97,70,64,20,45,70,33,90,5,48,36,10,41,49,75,97,83,42,26,3,12,65,50,66,50,87,22,16,29,86,85,74,33,90,39
93,39,37,6,1,27,93,81,63,82,43,90,31,0,82,31,77,83,20,48,38,63,6,92,66,50,12,83,3,98,39,48,34,65,86,9,47,42,27,4,75,28,1,74,15,29,61,77,1,30,21,83,64,15,45,56,18,94,72,97,0,35,5,18,81
98,23,21,22,93,18,70,85,71,36,67,15,88,99,29,59,50,98,63,70,25,35,84,34,7,18,54,52,67,42,52,93,40,25,22,62,43,5,78,52,5,10,83,57,15,75,80,18,30,51,73,66,82,0,4,61,31,62,80,75,36,100,81,32,55
40,71,62,62,79,47,54,30,7,80,67,91,99,92,53,65,26,33,31,18,85,30,23,63,15,25,43,19,22,12,100,74,32,84,21,20,17,0,88,99,54,39,6,21,90,71,55,71,9,34,83,45,22,86,58,99,57,49,61,25,99,74,97,19,9
